EDR3,l, b, d, ed, rv, erv, pml, epml, pmb, epmb, pmlpmbcorr, pmem, type, sgrb, r
615549387103728512,222.011035,49.247661,24.54,3.851,-37.3,1.629,0.7604,0.0835,-2.1737,0.0898,0.3966,0.997,KGiant,12.54,29.49004577819438
3881982898882294272,224.239575,49.575684,19.21,3.177,-50.7,1.447,0.431,0.0834,-3.0316,0.0846,0.406,0.996,KGiant,13.44,24.221209713802487
3881812504645472768,224.452627,50.140875,23.35,5.26,0.7,2.1,0.7442,0.0963,-1.9419,0.1008,0.4897,0.965,KGiant,13.18,28.14734978643638
722930888127918336,213.849745,60.027488,24.36,3.017,-44.5,1.661,0.9411,0.0396,-1.8835,0.0387,0.392,0.991,KGiant,2.42,28.833546434665298
723959240737296256,212.21461,59.231516,26.65,4.417,-40.4,2.705,0.9895,0.0922,-2.5058,0.1152,0.2637,0.998,KGiant,2.14,31.174776663193594
721594019427519616,213.937502,59.030316,19.95,5.187,-49.8,3.163,1.2768,0.085,-2.4655,0.082,0.3953,0.956,KGiant,2.99,24.688558078591793
724272743285506432,210.33717,59.356433,18.39,3.453,-114.7,2.004,0.8241,0.0622,-2.5045,0.074,0.3178,0.962,KGiant,1.25,23.28577892190854
724197972199560704,209.794827,59.998645,19.59,3.959,-69.6,2.709,1.3966,0.0898,-2.3431,0.0892,0.3859,0.964,KGiant,0.69,24.391738355435024
724231511599441920,209.33353,60.330249,27.21,3.211,-35.9,1.025,0.947,0.0317,-1.6933,0.0316,0.329,0.997,KGiant,0.33,31.708524090534393
723315923356007296,211.84227,60.975799,29.08,4.85,-45.3,2.367,0.785,0.0957,-2.2173,0.0889,0.504,0.999,KGiant,1.08,33.395348478493226
3989517743123639296,215.454979,61.463262,33.24,5.475,-46.9,2.579,0.4013,0.119,-1.8551,0.1118,0.3673,0.997,KGiant,2.28,37.2817636385405
3989517644339796480,215.492643,61.510837,58.09,3.185,209.6,1.989,0.2752,0.0452,-1.1244,0.0481,0.4378,1.0,KGiant,2.27,61.81760105342167
723285789865359616,212.623866,61.012992,26.09,3.958,-34.7,3.035,0.9901,0.0967,-1.8796,0.0922,0.5058,0.994,KGiant,1.38,30.458781984839774
723468514953932288,212.574443,61.671803,24.54,4.786,-27.3,3.611,1.0257,0.1276,-1.8207,0.114,0.3882,0.961,KGiant,1.02,28.898821775290422
722986005443014272,213.984696,61.296204,24.91,4.332,-50.7,2.187,0.9065,0.0971,-1.6897,0.0826,0.4616,0.968,KGiant,1.79,29.24822900621506
723512495419003136,211.792492,62.246006,20.78,4.199,-84.1,1.786,1.2582,0.0648,-2.2727,0.0622,0.4141,0.977,KGiant,0.4,25.262953113205114
723513771024648832,211.635055,62.224429,23.43,4.502,-40.6,2.287,0.9548,0.0971,-1.9578,0.073,0.3925,0.981,KGiant,0.35,27.813135386000624
3990029398283069440,213.492015,62.731239,26.12,4.439,-65.2,2.383,0.9835,0.1009,-1.9797,0.0879,0.3349,0.995,KGiant,0.82,30.303150001278745
3989789734812584960,215.561176,63.426604,32.26,7.504,-33.6,2.655,0.7801,0.1356,-1.8935,0.1245,0.2042,0.986,KGiant,1.22,36.13928748605871
3707962265841674752,285.243845,66.525897,31.68,5.478,-60.5,2.23,-1.3931,0.0923,-1.3744,0.0718,0.2058,0.995,KGiant,9.55,31.927744987706227
3894130062828369920,284.417611,66.64682,37.74,3.035,43.2,1.509,-1.1747,0.0567,-1.0442,0.0393,0.0074,0.999,KGiant,9.49,37.86342430367333
3894337836166179840,279.320551,66.232109,50.07,3.759,48.3,1.2,-0.9001,0.0789,-1.0071,0.0704,-0.1316,1.0,KGiant,10.18,50.23874500821055
3894481837829806080,281.087328,67.16364,36.54,5.14,32.4,2.033,-0.9281,0.1298,-1.0379,0.1034,0.1113,0.97,KGiant,9.18,36.893839594165314
3900409717332189184,283.027127,67.259227,37.76,4.246,12.5,1.29,-1.0912,0.085,-1.1747,0.0762,-0.1677,0.998,KGiant,8.98,37.97144980113348
3900220292094437376,283.373474,67.191981,33.65,5.376,9.1,1.55,-0.9846,0.0805,-1.1472,0.064,-0.0124,0.955,KGiant,9.02,33.95610401680381
3900514858131581440,282.583515,67.795763,26.17,4.222,-88.9,1.495,-1.4265,0.1155,-1.4188,0.0752,0.2144,0.986,KGiant,8.48,26.82335922288631
3707829392438428672,289.319969,67.136725,39.69,6.975,19.8,2.547,-1.0071,0.1765,-0.8501,0.1002,0.3048,0.967,KGiant,8.58,39.51585124984656
3900368210767798272,285.646115,68.001002,51.08,4.727,159.2,2.109,-1.2663,0.0747,-0.9063,0.0678,-0.0809,1.0,KGiant,8.07,50.94444621349809
3900300556442993664,286.974439,67.931159,38.89,3.675,22.6,1.193,-0.989,0.0755,-1.0446,0.0576,-0.0403,0.994,KGiant,8.03,38.89378099388127
3708520920827961856,288.283751,68.000289,31.21,4.0,3.2,1.026,-1.2483,0.0665,-1.0904,0.0465,-0.0194,0.961,KGiant,7.85,31.3673046339656
3707861935406739968,290.048588,67.430529,41.54,6.456,28.3,2.081,-1.0139,0.1321,-0.925,0.1073,-0.228,0.982,KGiant,8.22,41.306190819294876
3931907598731299840,287.926216,75.795377,38.08,4.736,-89.8,1.208,-0.9668,0.0622,-1.1324,0.05,0.0517,0.992,KGiant,0.31,38.388943720816286
3932189481729615360,284.633121,76.239175,36.53,8.785,-39.5,4.758,-1.0446,0.1572,-1.2468,0.1723,-0.2102,0.929,KGiant,0.05,36.99862429874927
3931975764156946432,285.414767,75.474953,28.99,5.925,-67.9,2.811,-1.5558,0.1677,-1.2402,0.189,-0.3764,0.988,KGiant,0.76,29.643972405870304
3932990269791772672,281.298393,76.33059,41.07,5.5,130.8,3.149,-1.1933,0.095,-1.0885,0.0856,-0.0802,0.997,KGiant,0.08,41.554710924274275
3933230173780698112,279.790566,76.662373,42.06,2.718,20.1,1.476,-0.7157,0.0564,-1.1278,0.044,0.1324,0.979,KGiant,-0.21,42.58330306587313
3933420183133658624,282.022951,77.005409,36.88,7.836,-23.0,3.236,-1.1023,0.1288,-1.1139,0.1373,-0.4246,0.983,KGiant,-0.61,37.453676722052265
3933026935928303616,282.609178,76.809265,41.58,6.7,-11.2,3.299,-1.0124,0.1556,-1.2604,0.1654,-0.365,0.983,KGiant,-0.44,42.01928842805408
3933416025605323776,282.886835,77.13243,41.5,7.832,-63.2,3.59,-0.9183,0.1765,-1.0792,0.1714,-0.1414,0.983,KGiant,-0.77,41.94708333126393
3933365138832848896,284.28741,77.162118,37.83,3.576,-16.0,1.378,-1.1296,0.064,-1.173,0.0546,-0.0967,0.999,KGiant,-0.85,38.30905245500076
3933348474359763968,285.055687,77.084805,44.2,6.828,2.3,2.479,-0.8974,0.1164,-1.1027,0.1075,-0.0969,0.973,KGiant,-0.8,44.52321416968905
3928962110160139264,297.650795,75.768995,40.09,1.904,-3.2,0.994,-1.3588,0.0385,-0.8074,0.0411,-0.3689,1.0,KGiant,-0.42,40.031960981196015
3928958498092322816,296.694313,75.720255,37.32,9.344,-74.3,3.651,-1.7821,0.1473,-0.8347,0.1427,-0.1253,0.982,KGiant,-0.29,37.35390207193889
3928939226574377984,296.845384,75.498207,20.84,4.252,-170.5,3.254,-2.4321,0.107,-1.7002,0.0758,-0.2165,0.976,KGiant,-0.09,21.57413497686524
3929310895864083968,297.416557,76.664085,40.66,3.88,-25.4,1.201,-1.3221,0.0737,-0.841,0.0658,-0.2373,0.999,KGiant,-1.22,40.652151234590285
3929244920871291904,294.239558,76.34962,33.15,8.504,-54.9,3.238,-1.3782,0.1696,-1.0387,0.1428,-0.1599,0.944,KGiant,-0.66,33.409019740183936
3934183587800765440,292.939494,77.907131,41.19,3.137,-28.7,1.247,-1.272,0.0718,-0.9842,0.0664,-0.3445,1.0,KGiant,-2.03,41.382389974480695
3933912553889187840,296.062056,77.37523,34.08,4.658,-22.0,1.276,-1.2854,0.1019,-0.8103,0.1065,-0.3843,0.954,KGiant,-1.76,34.326099399727894
3934018832855238656,295.190965,77.986859,34.15,4.296,-28.9,1.163,-1.402,0.0719,-0.7659,0.0783,-0.314,0.987,KGiant,-2.27,34.448261204304636
3934014434808745472,296.392711,78.093335,35.29,5.972,-48.8,1.548,-1.42,0.0898,-1.0664,0.0848,-0.3167,0.976,KGiant,-2.46,35.53178295554559
3933908121482977280,297.128992,77.484607,30.94,7.092,-55.0,3.826,-1.6142,0.1589,-1.0607,0.1584,-0.2283,0.938,KGiant,-1.95,31.25622178063113
3930855572262415360,299.958438,77.180353,46.58,2.798,-6.4,0.946,-1.0577,0.058,-0.812,0.0504,-0.2752,0.995,KGiant,-1.93,46.429135249323785
3930906218516749824,300.090669,77.352734,35.81,2.604,-31.1,0.976,-1.3221,0.0537,-0.8035,0.0444,-0.2615,0.99,KGiant,-2.1,35.88824598667369
727284408713300992,204.832712,55.656199,84.59,8.145,137.9,2.782,0.4891,0.0822,-0.6062,0.0993,0.3721,0.98,KGiant,0.31,89.14600720166888
739377829732936448,203.647659,55.537094,23.53,4.537,-63.8,2.415,1.3496,0.0817,-2.1371,0.1002,0.2445,0.995,KGiant,-0.25,28.7452691759879
739595056294053760,202.93655,55.02202,15.68,3.234,-129.301,2.258,1.7839,0.0415,-3.6669,0.0449,0.3039,0.997,KGiant,-0.41,21.284755107823063
739589176483163264,202.947358,55.253986,64.71,5.906,188.1,3.704,0.4636,0.0775,-0.8975,0.0908,0.3229,0.999,KGiant,-0.5,69.44733256216541
740429100287808000,201.797281,54.800561,16.29,2.36,-114.6,2.069,1.7905,0.0544,-3.1785,0.0494,0.568,0.998,KGiant,-0.93,21.9047049740461
741210410674130176,201.053054,55.830742,24.63,6.135,-77.5,3.463,1.8412,0.0978,-2.1489,0.1081,0.2158,0.935,KGiant,-1.71,29.851852538829146
728772769499948672,204.103531,57.022455,19.23,4.231,-65.4,2.254,1.6066,0.0555,-2.5919,0.0493,0.3218,0.983,KGiant,-0.63,24.45405896778692
728733766901931392,203.384057,58.381807,21.95,4.275,-79.8,1.793,1.657,0.0695,-2.0572,0.0808,0.2756,0.965,KGiant,-1.53,26.963362179075517
729323075069851264,202.353425,58.254199,22.3,3.364,-69.9,1.294,1.4207,0.0494,-2.0176,0.0627,0.2407,0.992,KGiant,-1.98,27.335584866616625
729055996823461504,203.838359,59.244146,24.56,3.59,-73.7,1.789,1.498,0.0512,-1.8436,0.0594,0.4075,0.985,KGiant,-1.66,29.399831632170958
730517449640497280,206.027767,63.935176,27.14,5.35,-52.9,2.349,1.2935,0.083,-1.8337,0.0745,0.3102,0.971,KGiant,-2.69,31.384094697792385
730131628432847360,206.588319,63.711099,19.16,3.535,-70.2,1.958,1.4844,0.1069,-2.5384,0.0741,0.5095,0.967,KGiant,-2.37,23.730069532135808
731764605063367808,201.953844,63.652867,20.26,2.51,-143.9,1.552,1.6359,0.0702,-2.5202,0.075,0.2326,0.998,KGiant,-4.22,24.88082193176102
731412623904142208,202.864419,63.944432,23.64,3.736,-78.9,1.437,1.4575,0.0631,-1.9309,0.0641,0.3422,0.978,KGiant,-3.96,28.071172045356427
731746123819484672,201.108616,64.415372,19.43,2.89,-125.3,1.32,1.734,0.0734,-2.9,0.0767,0.0798,0.996,KGiant,-4.85,24.027063907185997
731525293781192192,202.381928,64.56168,24.01,3.114,-79.5,1.331,1.2558,0.063,-2.1929,0.0549,0.3552,0.998,KGiant,-4.39,28.373131656551415
730677879553491072,204.145246,65.234276,28.16,3.254,-71.2,1.57,1.289,0.0405,-1.8114,0.0462,0.4079,0.997,KGiant,-3.97,32.27959882030754
3918682428059181056,262.429795,70.346188,46.45,8.537,175.1,3.76,-0.7758,0.1194,-1.196,0.1089,0.3303,0.968,KGiant,5.82,47.571867737140614
3919068051698288640,263.039308,70.878424,38.51,6.507,-12.0,2.527,-0.9618,0.1135,-1.8229,0.0993,0.3357,0.997,KGiant,5.33,39.74664388347776
3918653157857549312,262.60398,70.142394,34.67,3.435,1.0,0.951,-0.6459,0.0455,-1.5763,0.0385,0.3133,0.999,KGiant,6.03,36.03088119932678
3918642471978895872,262.479569,69.838415,44.52,2.935,3.2,0.972,-0.4996,0.0434,-1.4485,0.0405,0.4416,1.0,KGiant,6.32,45.67879814531026
3918687792473836032,262.721673,70.540444,56.66,2.648,178.2,1.92,-0.8336,0.058,-1.1556,0.0555,0.0892,0.915,KGiant,5.64,57.63347117778002
3919440511263004672,261.763604,70.410204,34.63,5.282,-19.8,2.292,-0.561,0.1214,-1.5962,0.1079,0.4445,0.995,KGiant,5.71,36.02634175155729
3919339695494302720,260.183421,69.362237,39.56,3.823,-9.5,1.652,-0.6782,0.0749,-1.6929,0.0665,0.2817,1.0,KGiant,6.62,40.933513164642974
3919292626948327424,260.291178,69.363395,36.02,2.87,2.5,1.494,-0.7196,0.0437,-1.7127,0.0432,0.1459,1.0,KGiant,6.62,37.46840402258949
3922821921834478080,256.47843,70.639244,32.33,8.131,-18.6,3.64,-0.4972,0.1673,-1.7168,0.1696,-0.1055,0.972,KGiant,5.06,34.02224860293629
3919807576346978816,256.964204,70.395575,34.43,3.919,3.8,1.391,-0.5447,0.065,-1.3911,0.0582,0.3111,0.986,KGiant,5.33,36.04500242752108
3920203400533373952,257.205273,71.068247,30.5,2.804,-16.5,1.078,-0.5781,0.0372,-1.7844,0.0383,0.3604,0.998,KGiant,4.71,32.205853505224795
3919946698927963136,260.575271,71.378436,27.55,5.022,-20.4,1.624,-0.5448,0.0796,-1.7432,0.0668,0.1672,0.916,KGiant,4.68,29.214886616244126
3919944121947582464,260.480321,71.256849,30.68,3.174,-5.4,0.996,-0.5853,0.0487,-1.5505,0.0474,0.0805,0.973,KGiant,4.79,32.229329809972775
3919936494085702144,261.114701,71.472715,36.52,6.302,-6.4,2.912,-0.4038,0.1301,-1.3389,0.1101,0.4156,0.975,KGiant,4.63,37.87723062738351
3919864304275419648,262.139152,71.340744,39.16,5.261,-1.3,1.387,-0.6588,0.083,-1.3047,0.079,0.4043,0.998,KGiant,4.82,40.408478070820735
3885355307203203072,230.018659,58.802863,25.95,5.415,-11.1,3.086,0.2958,0.1197,-2.2177,0.1348,0.2032,0.993,KGiant,9.5,29.786347543799327
3885358498363916288,229.875202,58.531549,25.99,6.614,-58.4,3.389,0.1053,0.1165,-2.7631,0.1213,0.2207,0.988,KGiant,9.64,29.845242501946604
3886293946535915520,227.482529,58.631393,30.38,3.434,-54.5,1.161,0.3913,0.0517,-1.6172,0.0557,0.1393,0.997,KGiant,8.7,34.22011981276512
3886225360202960896,228.157345,58.612143,21.24,2.809,-11.1,1.19,0.456,0.055,-2.2681,0.066,0.2209,0.961,KGiant,8.97,25.368200566851403
3886213063711825408,228.160961,58.483988,21.44,5.506,-24.0,2.411,0.394,0.0722,-2.5002,0.0827,0.1954,0.982,KGiant,9.06,25.573169533712473
3886217736636260352,227.886742,58.431927,26.26,3.588,-8.7,1.178,0.3654,0.0762,-2.1127,0.117,0.3742,0.998,KGiant,8.99,30.21175929998119
3982680704944389120,225.23623,58.604813,24.92,5.459,-45.5,3.387,0.668,0.0829,-2.5308,0.1079,0.2015,0.993,KGiant,7.88,29.031913474657507
3982439121624457216,226.364762,59.348165,22.71,3.006,-48.8,1.191,0.8187,0.0546,-2.3041,0.0751,0.2201,0.983,KGiant,7.79,26.80621942758807
3982739185219780608,225.921676,59.889416,28.46,4.618,-8.2,2.774,0.481,0.1065,-1.9364,0.1352,0.2172,0.996,KGiant,7.26,32.32990875335098
3981568175270960128,228.224419,59.489453,35.31,5.585,7.7,2.845,0.3587,0.0721,-1.8683,0.0825,0.2256,0.998,KGiant,8.36,38.93092601005016
3982740009853505536,225.85045,59.938846,75.02,5.669,194.2,3.491,0.3387,0.1163,-0.8729,0.1256,0.1792,0.949,KGiant,7.2,78.32951933977381
3981603016045657088,227.985378,59.964266,44.11,3.581,230.2,2.086,0.0132,0.0647,-1.4407,0.0815,0.232,0.999,KGiant,7.94,47.56484836515302
3982508120273757184,226.838172,60.41377,66.44,6.541,190.2,2.456,0.1853,0.1057,-0.8643,0.1286,0.2267,0.988,KGiant,7.22,69.7107495297533
3969038823660723712,233.197466,61.336383,24.53,4.114,-26.3,1.885,0.2941,0.1016,-2.0938,0.1003,0.1952,0.987,KGiant,8.64,28.08489629676421
3969302642026922496,231.862854,61.152151,67.3,5.027,203.6,2.912,-0.0779,0.0681,-0.9811,0.0778,0.2227,0.996,KGiant,8.37,70.2470960253874
3969320990127191040,231.342653,60.89991,34.18,5.579,-0.0,2.145,0.5197,0.132,-2.1879,0.132,0.2396,0.991,KGiant,8.39,37.56904044555836
3981330057988707328,230.957417,60.735801,45.06,8.633,-24.6,3.982,0.3006,0.1433,-1.267,0.1535,0.2368,0.986,KGiant,8.39,48.28971526111953
3981193757202215936,231.538696,60.121635,29.33,2.414,-14.1,1.069,0.3458,0.0361,-1.927,0.0467,0.2337,0.999,KGiant,9.04,32.8861262540908
3981238042609589248,230.930778,60.278189,35.28,4.737,-9.8,1.229,0.422,0.0658,-2.2881,0.0803,0.1807,0.999,KGiant,8.72,38.7082381412536
3969149912989965824,232.464421,59.892769,41.04,5.407,-0.5,1.792,0.295,0.1022,-1.9416,0.1015,0.2101,0.999,KGiant,9.51,44.30608197527739
3981279656548073472,230.234066,59.753143,32.05,2.801,17.9,2.328,0.4491,0.0515,-1.979,0.054,0.2324,0.999,KGiant,8.87,35.629810552401196
3981475159164162048,229.761726,59.795755,24.8,3.296,-23.9,1.406,0.393,0.0889,-2.5906,0.0926,0.2019,0.999,KGiant,8.68,28.614884238801316
3981533162697572864,228.753088,60.03546,22.53,2.923,-26.4,1.422,0.43,0.056,-2.4252,0.0579,0.2887,0.996,KGiant,8.16,26.47437440242923
3981513264114226688,229.287278,60.049499,25.74,4.381,-14.6,1.494,0.2198,0.1225,-2.5145,0.1443,0.278,0.997,KGiant,8.33,29.524886113243518
3982104560851612672,227.765121,61.077382,28.69,4.682,18.9,2.928,0.1149,0.1427,-1.8326,0.1471,0.2517,0.988,KGiant,7.07,32.37760645878568
3981366208728944640,230.596651,61.128703,27.06,3.32,-75.5,1.573,0.0177,0.0668,-2.4101,0.0711,0.203,1.0,KGiant,7.98,30.665143078094385
3981371461473588224,230.681306,61.21872,28.89,4.573,-1.2,2.492,0.4825,0.1324,-1.9995,0.1448,0.1831,0.99,KGiant,7.94,32.42147744936989
3981778349495610368,229.919873,61.694761,24.94,5.463,-26.7,3.175,0.2293,0.1059,-2.0116,0.1104,0.2006,0.983,KGiant,7.34,28.611024099112566
3981832642177125376,229.35824,61.691926,25.11,2.4,-5.1,1.019,0.5429,0.0458,-2.2288,0.0495,0.2428,0.993,KGiant,7.16,28.806679780911928
3981776253551565824,229.982492,61.628485,39.34,6.325,-41.7,4.388,0.2481,0.1513,-1.1657,0.1667,0.2098,0.985,KGiant,7.41,42.636772860994064
3699204346489133056,282.016125,61.854315,41.49,5.149,-5.8,1.496,-0.9993,0.1311,-1.0112,0.0841,0.3901,0.989,KGiant,14.39,41.52739577676404
3698567072126121984,284.15276,62.408514,48.78,8.507,25.1,3.029,-0.8554,0.1458,-0.9078,0.1187,0.0205,0.97,KGiant,13.68,48.57163884408266
3686771756196717056,320.727965,60.673228,42.0,5.206,54.6,1.63,-1.2714,0.1213,-0.0627,0.0795,-0.5166,0.915,KGiant,6.98,39.63533524520765
3686867207549921280,320.696315,61.083294,50.34,5.0,64.9,1.412,-1.0769,0.1155,-0.1579,0.0709,-0.466,0.986,KGiant,6.71,47.88315048114525
3686459735412517888,319.277443,60.951678,52.62,4.52,50.5,1.354,-1.3089,0.0905,-0.2323,0.0752,-0.5482,0.999,KGiant,7.29,50.189375369693536
3686542576741901312,316.946017,60.984497,23.77,4.439,-46.8,2.108,-3.1604,0.1181,-0.4025,0.1036,-0.6145,0.988,KGiant,8.04,22.258115373948442
3687997333704473600,318.312128,62.673539,51.28,5.302,56.6,1.63,-1.2834,0.1041,-0.113,0.1014,-0.6149,0.997,KGiant,6.36,49.08973517956682
3688039699261971968,320.098982,62.578704,47.58,4.902,42.5,1.531,-1.1306,0.0956,-0.2198,0.0674,-0.4689,0.989,KGiant,5.86,45.34326080025564
3687240285589048832,321.334413,62.139499,48.05,4.605,13.9,1.91,-1.1611,0.1471,-0.1295,0.1217,-0.5605,0.984,KGiant,5.75,45.7070443148537
3687230355624684544,322.043944,62.016483,46.54,4.494,39.7,1.795,-1.3795,0.0837,-0.1823,0.0515,-0.3961,0.999,KGiant,5.6,44.177009858069844
3686982621911045120,322.006249,61.410365,55.79,3.461,50.1,1.06,-1.0195,0.0552,-0.1513,0.0336,-0.4832,0.999,KGiant,6.02,53.24671726970594
3673726905430956032,354.98021,60.97471,45.53,5.274,-2.1,1.843,-1.2114,0.0891,0.4926,0.0893,0.0147,0.936,KGiant,-7.6,42.177181034298634
1175801658681819136,356.102872,61.181903,52.03,5.173,-0.0,2.41,-1.0598,0.0907,0.4904,0.1017,-0.1595,0.968,KGiant,-8.17,48.617206830503946
1176568087005704704,355.799676,61.616643,54.18,7.906,4.3,3.984,-1.0172,0.1266,0.5314,0.1257,-0.1466,0.913,KGiant,-8.13,50.80624174252609
3673670181798546432,353.458602,61.609625,43.24,6.412,-23.0,2.199,-1.1557,0.1136,0.5652,0.1057,-0.1934,0.91,KGiant,-7.05,40.02421017334383
1176899761560229888,356.412776,62.708281,49.55,3.313,1.0,1.143,-1.1622,0.0528,0.4748,0.055,-0.2186,0.989,KGiant,-8.66,46.36900257715277
1176930406151533056,356.292844,63.027132,49.83,6.097,-14.4,1.639,-1.1038,0.0761,0.5076,0.0806,-0.048,0.952,KGiant,-8.67,46.691623445753095
1176850180457712640,355.650663,62.540609,52.13,3.538,-83.9,1.597,-1.0286,0.056,0.4638,0.0542,-0.1269,0.998,KGiant,-8.28,48.90424725931276
1176684321705871104,357.011902,62.092019,44.98,5.512,-119.7,2.304,-1.2664,0.1011,0.5145,0.1117,-0.3611,0.948,KGiant,-8.79,41.77866441139544
6340969838983233536,356.603822,47.964628,47.78,7.048,35.5,3.057,-1.1508,0.0984,0.5879,0.1002,-0.0773,0.967,KGiant,-5.31,42.70983493295192
6340825768600084480,355.218999,47.987031,54.51,3.554,48.0,1.152,-1.0514,0.0532,0.3529,0.0602,-0.1594,0.993,KGiant,-4.42,49.38912937074311
6340827619730629632,355.031903,48.080344,60.24,3.211,62.1,1.508,-0.9701,0.0684,0.2425,0.0674,-0.0833,0.968,KGiant,-4.33,55.08454138866911
3650761822674092032,354.595475,49.175143,53.89,5.824,51.8,1.395,-1.0451,0.0789,0.3872,0.0779,-0.2349,0.983,KGiant,-4.34,48.91943785449706
3651238765907339264,355.928987,50.295729,49.08,3.953,-6.6,1.81,-1.075,0.0726,0.4924,0.0727,0.0373,0.989,KGiant,-5.47,44.27954268056526
1153010260106918400,357.079896,49.393893,64.74,4.361,-30.5,1.248,-0.6698,0.0949,0.4345,0.0977,0.1098,0.969,KGiant,-5.96,59.70245639837611
1153230437310288640,357.369621,49.85717,56.47,6.135,48.3,3.024,-1.1386,0.1369,0.5331,0.1316,-0.1166,0.946,KGiant,-6.26,51.54564773091905
1153231738685030912,357.466037,49.807269,29.21,5.498,-123.4,2.588,-2.0076,0.1425,1.4389,0.1467,-0.1418,0.928,KGiant,-6.31,24.711240357375832
634147042172260096,210.951903,43.697176,22.71,2.068,-14.8,1.01,1.095,0.0342,-2.021,0.0413,0.5128,0.998,KGiant,9.26,28.62195660677306
633969166101452288,211.658622,42.843738,15.58,2.942,-56.5,2.496,1.3774,0.0615,-2.6723,0.0783,0.5073,0.969,KGiant,10.13,21.76016544054755
634405466059476864,209.887659,43.055158,17.13,1.593,-28.9,0.944,1.4572,0.0399,-2.6383,0.0387,0.4779,0.992,KGiant,8.89,23.30275734757584
637540689106019712,208.331954,43.158651,21.26,5.724,-6.8,2.762,1.5752,0.0753,-2.5077,0.0883,0.3569,0.98,KGiant,7.83,27.354286684174383
637850231693827328,208.852807,43.689875,17.81,3.38,-34.1,2.073,1.4681,0.0831,-2.9293,0.0967,0.4509,0.996,KGiant,7.93,23.95765848324915
634748784269666304,210.031708,43.951824,19.78,2.29,-42.6,1.229,1.3091,0.092,-2.2253,0.0803,0.5366,0.995,KGiant,8.56,25.802546385967414
634557022570407552,210.581412,44.679378,23.06,4.055,-34.9,3.212,1.5461,0.0725,-2.6525,0.0996,0.4251,0.996,KGiant,8.56,28.9127930162411
3967457661515568128,238.005392,67.058961,35.82,4.157,-48.0,1.825,0.181,0.0736,-1.7563,0.0834,0.2759,0.999,KGiant,5.35,38.43170566082125
3967620801553367040,237.17695,67.252899,31.08,5.654,-12.1,2.169,0.1554,0.0966,-1.6598,0.1039,0.1936,0.984,KGiant,5.01,33.82990097532063
3967525311545183232,237.09564,66.982776,32.86,3.994,-47.1,1.286,0.1939,0.0468,-2.2038,0.0554,0.3044,0.999,KGiant,5.21,35.58335846993648
3970495165466575872,236.914315,66.37003,26.76,7.084,-27.6,4.296,0.1475,0.1716,-1.7972,0.1717,0.1245,0.946,KGiant,5.67,29.732611725174767
3970625109701562368,234.767577,66.783582,26.12,5.161,-33.4,3.187,0.2194,0.1428,-1.9049,0.1596,0.254,0.97,KGiant,4.82,29.170989013058847
3970490591326433280,236.820749,66.174561,39.86,7.233,14.7,3.23,0.1224,0.1185,-1.7028,0.1194,0.2335,0.994,KGiant,5.8,42.49685400120814
3970519041189358080,236.129649,66.425424,29.53,4.586,-28.2,2.061,0.2485,0.1421,-2.344,0.1436,0.1795,0.995,KGiant,5.44,32.43548211449924
3970587657586686464,234.974526,66.18404,37.54,6.437,-27.4,2.326,0.2516,0.1408,-2.3033,0.1529,0.2486,0.994,KGiant,5.35,40.302667405520445
3970132562852548608,236.312277,66.030002,32.56,5.51,-14.1,1.744,0.0224,0.085,-2.2925,0.0873,0.2624,0.998,KGiant,5.8,35.39319284834303
3970571061833351680,235.384442,66.223253,33.27,7.417,-17.6,3.039,0.2083,0.1257,-1.7453,0.1362,0.264,0.986,KGiant,5.42,36.115902314631434
3970781622605361152,234.402829,66.163308,29.65,2.521,-13.1,1.26,0.1384,0.0379,-1.7655,0.0427,0.2298,0.997,KGiant,5.22,32.636835018120244
3971760806429438976,231.640627,66.620474,26.28,4.742,-54.1,2.481,0.5806,0.1158,-2.0841,0.1153,0.2108,0.954,KGiant,4.17,29.466723604771534
3971005506365422080,232.516254,66.847113,30.96,5.727,3.3,2.777,0.4821,0.1372,-1.9492,0.1451,0.2219,0.952,KGiant,4.22,33.9465712554302
3971022072054481408,232.49694,67.24817,28.74,3.746,-39.3,1.443,0.4023,0.056,-1.982,0.061,0.1873,0.994,KGiant,3.9,31.76063916233425
3971016196539257856,232.920738,67.247578,26.17,4.101,-58.0,1.714,0.383,0.0803,-2.5424,0.0908,0.2135,0.995,KGiant,4.01,29.26073307352364
3970725921174572032,234.75218,67.225805,25.7,5.851,-13.3,3.073,0.227,0.1297,-1.9445,0.1262,0.2636,0.95,KGiant,4.47,28.743153967510246
3976683865447113728,235.805734,68.015828,34.96,5.513,-59.6,1.813,0.4859,0.1591,-1.9415,0.2126,0.4051,0.954,KGiant,4.08,37.62061270101805
3976783547343649792,233.77501,68.104481,69.36,4.589,180.3,1.675,0.0255,0.0846,-0.8477,0.0842,0.1629,0.999,KGiant,3.55,71.68066057173301
3973678354708338176,236.236682,68.127519,29.17,3.636,-18.5,1.216,0.03,0.0629,-1.9449,0.0718,0.2951,0.998,KGiant,4.09,31.96226681573133
3976745442393808896,234.827499,68.623946,38.12,6.147,179.7,3.627,-0.2642,0.1337,-1.4206,0.1292,0.1907,0.938,KGiant,3.38,40.707744963335905
3976793026336203776,234.616399,68.52719,24.68,4.71,-47.1,2.293,0.144,0.1372,-2.4657,0.1392,0.1436,0.992,KGiant,3.41,27.68352939926555
